"text","text_en","cmp_code","eu_code"
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έμφαση στην επέκταση του οδικού δικτύου. Κατασκευή αρδευτικού δικτύου και επενδύσεις για την τόνωση της επιχειρηματικότητας και την ενίσχυση του αθλητισμού στη περιφέρεια. - •	Κατασκευή του τμήματος Τρίκαλα – Εγνατία του αυτοκινητοδρόμου Κεντρικής Ελλάδας Ε65•	Κατασκευή αρδευτικού δικτύου Ν. Τρικάλων•	Αγροτική οδοποιία•	Ανοικτό Κέντρο Εμπορίου Δήμου Μετεώρων•	Κατασκευή Κλειστού Γυμναστηρίου Πύλης,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Χρηματοδότηση σε έργα βελτίωσης του οδικού δικτύου, των θαλάσσιων μεταφορών και των υποδομών ύδρευσης του νησιού. Δημιουργία Ειδικού Σχολείου Ζακύνθου. - • Αντιμετώπιση των επιπτώσεων στις δημόσιες υποδομές στη Ζάκυνθο και το σύμπλεγματωνΣτροφάδων νήσων από το σεισμό της 26ης Οκτωβρίου 2018• Έργα βελτίωσης, λειτουργικότητας, προστασίας και ασφάλειας ναυσιπλοΐας λιμένος Ζακύνθου και Αγ. Νικολάου Βολιμών Ζακύνθου• Βελτίωση υποδομών ύδρευσης Δήμου Ζακύνθου• Ειδικό Δημοτικό και Νηπιαγωγείο Ζακύνθου",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επενδύσεις σε έργα βελτίωσης του οδικού δικτύου και των θαλασσίων μεταφορών. Κατασκευή μονάδας αφαλάτωσης στο Ληξούρι. Χρηματοδότηση για την αποκατάσταση πολιτιστικών χώρων. - •	Βελτίωση του Οδικού άξονα Αργοστόλι – Πόρος της Π.Ε. Κεφαλονιάς•	Παραχώρηση υπηρεσιών λειτουργίας λιμένος (υπηρεσίες ελλιμενισμού και λοιπές υπηρεσίες) και τουδικαιώματος χρήσης, λειτουργίας, διαχείρισης και εκμετάλλευσης των περιουσιακών στοιχείων εντόςτης χερσαίας και της θαλάσσιας ζώνης της Μαρίνας Αργοστολίου•	Κατασκευή λιμένα Πεσσάδας Κεφαλονιάς•	Μονάδα αφαλάτωσης στο Ληξούρι Κεφαλονιάς•	Αποκατάσταση θεάτρου Ληξουρίου",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έμφαση σε επενδύσεις στο τομέα του οδικού δικτύου, των θαλάσσιων μεταφορών και των υποδομών ύδρευσης. Ανέγερση νέων σχολείων. - •	Κατασκευή Οδού Τρία Γεφύρια - Βρυώνη στην Κέρκυρα•	Επέκταση - βελτίωση λιμένα Μαθρακίου Κέρκυρας, ολοκλήρωση λιμένα Αυλάκια Οθωνών, βελτίωση υποδομών λιμένα Αγίου Στεφάνου Αυλιωτών•	Υλοποίηση έργου ύδρευσης Νότιας Κέρκυρας και νήσου Παξών•	Ανέγερση σχολικού κεντρικού συγκροτήματος Γουβίων-Κοντοκαλίου, 4ου Ενιαίου Λυκείου Κέρκυρας και Δημοτικού Σχολείου Γαστουρίου Κέρκυρας",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Κατασκευή υποθαλάσσιας σήραγγας για την ένωση του Ιονίου με την Αιτωλοακαρνανία, επενδύσεις για την τόνωση του τουρισμού και των θαλασσίων μεταφορών. - •	Κατασκευή της Υποθαλάσσιας Σήραγγας Λευκάδας που θα ενώσει το νησί του Ιονίου με την Αιτωλοακαρνανία•	Αγκυροβόλιο τουριστικών σκαφών Βασιλικής Λευκάδας•	Κατασκευή εξωποτάμιας λιμνοδεξαμενής στην περιοχή της Βασιλικής•	Δημιουργία Μαρίνας στη Θέση Βλυχός Λευκάδας•	VIP Exclusive Club στη νήσο του Σκορπιού",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έργα για τη βελτίωση του οδικού δικτύου, των υποδομών ύδρευσης και την ενίχυση του τουρισμού. - • Παράκαμψη Χαλκίδας και παράκαμψη Ψαχνών• Συντήρηση οδικού δικτύου ΠΕ Ευβοίας• Συνέχιση του έργου οδός Ραπταίοι Στύρα• Βελτίωση υποδομών ύδρευσης Δήμου Ιστιαίας Αιδηψού• Βελτίωση δασικών δρόμων• Αξιοποίηση και ανάδειξη του κέντρου ιαματικού τουρισμού – θερμαλισμού Αιδηψού- Διαχείριση και διανομή ιαματικού πόρου",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έργα για τη βελτίωση του οδικού δικτύου, τη συντήρηση κτιρίων και τη διαχείριση βιοαποβλήτων . - • Συντήρηση και βελτίωση Αγροτικής Οδοποιίας στον Δήμο Ορχομενού• Βελτίωση πρόσβασης αγροτικής οδοποιίας του Δήμου Αλιάρτου-Θεσπιέων• Οδοστρωσία αναγνωρισμένων κοινόχρηστων αγροτικών οδών εντός αναδασμών του Δήμου Λεβαδέων• Προμήθεια εξοπλισμού για την εφαρμογή προγραμμάτων χωριστής συλλογής αστικών βιοαποβλήτων στο Δήμο Θηβαίων• Αποκατάσταση και συντήρηση κτιρίων της Ιερά Μητρόπολης Θηβών και Λιβαδειάς",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έργα για τη βελτίωση του οδικού δικτύου, των υγειονομικών υποδομών και την ενίχυση του τουρισμού. - •	Συντήρηση οδικού δικτύου ΠΕ Ευρυτανίας•	Κατασκευή νέας γέφυρας στη θέση «Τέμπλα», επί της Επαρχιακής Οδού Βελαώρα–Τοπολιανά – Βρουβιανά (Αιτωλοακαρνανίας)•	Αναβάθμιση εγκαταστάσεων Χιονοδρομικού Κέντρου Καρπενησίου•	Ανακαίνιση κέντρου υγείας Δυτικής Φραγκίστας",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έργα για τη βελτίωση του οδικού και σιδηροδρομικού δικτύου, ενίσχυση της βιομηχανικής δραστηριότητας και των θαλάσσιων μεταφορών. - •	Συντήρηση οδικού δικτύου Φθιώτιδας•	Συντήρηση σιδηροδρομικών γραμμών στην περιοχή δικαιοδοσίας του τμήματος συντήρησης γραμμής Λαμίας•	Κατασκευή λιμένα Αγίου Κωνσταντίνου•	Αναβάθμιση ΒΙΠΕ Λαμίας",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έργα για τη βελτίωση του οδικού δικτύου, ενίσχυση του εμπορίου και των θαλάσσιων μεταφορών. Πορώθηση της τουριστικής ανάπτυξης της περιοχής. - • Βελτίωση Οδικού Άξονα Λαμία – Ιτέα – Αντίρριο, Τμήμα: Τέλος Παράκαμψης Γραβιάς- Ισόπεδος Κόμβος Μεταλλείων Βωξίτη• Αναβάθμιση προβλήτα λιμένα Ιτέας• Ανοικτό Κέντρο Εμπορίου Άμφισσας• Διαγωνισμός για την εκμίσθωση του Ξενία Δελφών",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επενδύσεις στον τομέα της διαχείρισης αποβλήτων, της διανομής ενέργειας αλλά και βελτίωση στο οδικό και το σιδηροδρομικού δίκτυο της Περιφέρειας. - •	Προμήθεια, εγκατάσταση και θέση σε λειτουργία αναβάθμισης ηλεκτρομηχανολογικού εξοπλισμού της Εγκατάστασης Επεξεργασίας Λυμάτων Αρχαίας Επιδαύρου•	Υλοποίηση δικτύων διανομής ενέργειας στο Άργος και στο Ναύπλιο•	Βελτίωση Επαρχιακής Οδού από κόμβο Αρχαίας Νεμέας - Δερβενάκια – Μυκήνες Νομού Αργολίδας",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έργα στους τομείς της αντιπλημμυρικής προστασίας και της μεταφοράς ενέργειας. Έμφαση στην διατήρηση του φυσικού περιβάλλοντος. - •	Αντιπλημμυρική προστασία Τρίπολης•	Αγωγός μεταφοράς ενέργειας EastMed Pipeline•	Πρόγραμμα Προστασίας των Περιοχών Άνευ Δρόμων στο Μαίναλο,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έργα ανάπτυξης στο λιμάνι της Πάτρας, βελτίωση του οδικού δικτύου της περιφέρειας και επενδύσεις στον τομέα του σιδηροδρομικού δικτύου. - •	Κατασκευή και ανάπτυξη νέου εμπορικού τμήματος (containers) στον νέο λιμένα•	Βελτίωση συνθηκών διακίνησης των εμπορικών δραστηριοτήτων του λιμένα με την δημιουργία ενός σύγχρονου στεγασμένου χώρου αποθήκευσης. Ταυτόχρονη εξυπηρέτηση περισσότερων ή μεγαλύτερου μήκους πλοίων, όπως κρουαζιερόπλοια.•	Επενδύσεις για την βελτίωση του αυτοκινητοδρόμου Πάτρα-Πύργος•	Ολοκλήρωση της νέας διπλής σιδηροδρομικής γραμμής ΚιάτοΠάτρα στο τμήμα Ρίο - νέος λιμένας Πατρών•	Πρόγραμμα εκσυγχρονισμού του σιδηροδρομικού άξονα Αθήνας-Πάτρας",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επενδύσεις στους τομείς της άρδευσης, του οδικού δικτύου και της εκπαίδυεσης. Έμφαση στην αστική αναζωογόνηση της πόλης της Σπάρτης. - • Κατασκευή φράγματος Κελεφίνας Ν. Λακωνίας• Κατασκευή νέας γέφυρας ΣΚΑΛΑΣ Λακωνίας• Αστική αναζωογόνηση της πόλης της Σπάρτης•	Ίδρυση Ακαδημίας Εμπορικού Ναυτικού (Α.Ε.Ν.) Λακωνίας και προμήθεια εκπαιδευτικού εξοπλισμού αυτής",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αναβάθμιση του αεροδρομίου της Καλαμάτας και επενδύσεις στους τομείς της εκπαίδευσης και της πράσινης μετάβασης. - •	Αναβάθμιση αεροδρομίου Καλαμάτας•	Ανέγερση Δημόσιας Σχολής Εμπορικού Ναυτικού•	Ενεργειακή αναβάθμιση και εφαρμογή δράσεων εξοικονόμησης ενέργειας στο Γενικό Νοσοκομείο Μεσσηνίας - Νοσηλευτική Μονάδα Καλαμάτας,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επενδύσεις για τη δημιουργία Νέου Διεθνούς Αερολιμένα και την αναβάθμιση της ΒΙ.ΠΕ. Ηρακλείου. Χρηματοδότηση για την υποστήριξη της υγείας, της εκπαίδευσης και των αρχαιολογικών χώρων. - •	Κατασκευή Νέου Διεθνούς Αερολιμένα Ηρακλείου (Καστέλι)•	Έργα αναβάθμισης ΒΙ.ΠΕ. Ηρακλείου•	Προστασία και ανάδειξη Αρχαιολογικού Χώρου Φαιστού•	Δημιουργία Σχολείου Ευρωπαϊκής Εκπαίδευσης στο Ηράκλειο•	Κατασκευή χειρουργείων ημέρας στο Πανεπιστημιακό Γενικό Νοσοκομείο Ηρακλείου ΠΑΓΝΗ",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έργα για την συντήρηση και αναβάθμιση υποδομών και αρχαιολογικών χώρων στη περιφέρεια. Σχέδιο ηλεκτροδότησης Νήσου Σπιναλόγκας. - •	Ανάπλαση χερσαίας λιμενικής ζώνης Ιεράπετρας•	Ηλεκτροδότηση Νήσου Σπιναλόγκας•	Στερέωση & αποκατάσταση κοιτώνων λεπροκομείου και νοσοκομείου Σπιναλόγκας - Συντήρηση Αρχαιολογικών Χώρων ""Πύργος"" και ""Φούρνου Κορυφή"" Μύρτου Ιεράπετρας",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αναβάθμιση του λιμένα Ρεθύμνου, παροχή χρηματοδότησης για σχέδια πράσινης ανάπτυξης και επιχειρηματικότητας. - •	Αποκατάσταση λειτουργικών βαθών και επισκευή - ενίσχυση της θωράκισης του λιμένα Ρεθύμνου•	Δράσεις ηλεκτροκίνησης στο Δήμο Ρεθύμνης•	Δημιουργία Ανοικτών Κέντρων Εμπορίου στο Δήμου Μυλοποτάμου και το Δήμο Ρεθύμνου",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έμφαση στις επενδύσεις σε έργα αναβάθμισης των λιμένων και το τουρισμό. Διεύρυνση των ιατρικών πτερύγων του Γενικού Νοσοκομείου Χανίων και γενικότερη βελτίωση υποδομών στην περιφέρεια. - •	Γέφυρα ποταμού Κερίτη Αποκατάσταση της λίθινης γέφυρας του ποταμού Κερίτη του Δήμου Πλατανιά•	Έργα επέκτασης - βελτίωσης και λειτουργία του λιμένα Σούδας Χανίων, αναβάθμιση των λιμένων Παλαιοχώρας και Σφακίων•	Ανέγερση νέας Ψυχιατρικής Πτέρυγας στο Γενικό Νοσοκομείο Χανίων•	Ανάπτυξη Τουριστικού και Παραθεριστικού Θερέτρου",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Μείωση του φόρου συγκέντρωσης κεφαλαίων από 0,5% σε 0,2%. Μείωση 50% του φόρου χρηματιστηριακών συναλλαγών. Σταδιακή κατάργηση του τέλους επιτηδεύματος έως το 2027. - •	Μείωση του φόρου συγκέντρωσης κεφαλαίων από 0,5% σε 0,2%. Μείωση 50% του φόρου χρηματιστηριακών συναλλαγών. •	Σταδιακή μείωση 20% του τέλους επιτηδεύματος το 2025, 30% το 2026 και κατάργηση έως το τέλος της τετραετίας το 2027, με ταυτόχρονη αύξηση της φορολογικής συμμόρφωσης.",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επανένταξη της χώρας στην επενδυτική βαθμίδα. Επαναφορά και διατήρηση του πληθωρισμού στο 2%. - Η χώρα επιτυγχάνει μέσο ρυθμό ανάπτυξης 3% και το δημόσιο χρέος μειώνεται στο 140% του ΑΕΠ το 2027 και στο 120% του ΑΕΠ το 2030. Επαναφορά και διατήρηση του πληθωρισμού στο 2%.,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αύξηση επενδύσεων κατά 70% έως το 2027. Διπλασιασμός δημόσιων επενδύσεων έως το 2030. Υψηλοί ρυθμοί απορρόφησης πόρων ΤΑΑ και ΕΣΠΑ. Αύξηση εξαγωγών στο 70% του ΑΕΠ σε βάθος 7ετίας. Υλοποίηση επενδυτικού προγράμματος σε όλη την Ελλάδα. Αποπλοίηση μεταβιβάσεων ακινήτων και έκδοσης όλων των αδειών για επενδυτικά σχέδια ανεξαρτήτως κλίμακας. - • Αύξηση επενδύσεων κατά 70% έως το 2027. Διπλασιασμός δημόσιων επενδύσεων έως το 2030. Υψηλοί ρυθμοί απορρόφησης πόρων ΤΑΑ και ΕΣΠΑ.• Αύξηση εξαγωγών στο 60% του ΑΕΠ έως το 2027 και 70% έως το 2030 με έμφαση στις εξαγωγές προϊόντων και υπηρεσιών υψηλής τεχνολογίας.• Υλοποίηση προγράμματος άνω των 2 δις ευρώ, με έργα υποδομής σε κάθε περιφέρεια και δήμο της χώρας.•	Ολοκλήρωση Εθνικού και Αρχαιολογικού Κτηματολογίου. Διασφαλίζεται η ιδιωτική και δημόσια περιουσία, απλοποιούνται οι μεταβιβάσεις ακινήτων και η έκδοση όλων των αδειών για επενδυτικά σχέδια ανεξαρτήτως κλίμακας.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Πρόσβαση σε 17 δις ευρώ φθηνού δανεισμού με χαμηλά επιτόκια σε επιχειρήσεις, με στόχο την υλοποίηση επενδύσεων πράσινου και ψηφιακού μετασχηματισμού μέσω του Ταμείου Ανάκαμψης. Δημιουργία επιχειρηματικών πάρκων και αύξηση μεριδίου μεταποίησης. - •	Δημιουργία 2 μεγάλων κέντρων στην Αθήνα και στην Θεσσαλονίκη. Επιπλέον 2,5 δις ευρώ κρατικές ενισχύσεις για τη στρατηγική αυτονομία, την οργανωμένη χωροθέτηση εντός επιχειρηματικών πάρκων και την «έξυπνη μεταποίηση» της ελληνικής βιομηχανίας. Αξιοποίηση νέων εργαλείων για τη μείωση του ενεργειακού κόστους των επιχειρήσεων.•	Αύξηση μεριδίου μεταποίησης στο 15% του ΑΕΠ με την εφαρμογή της εθνικής μας στρατηγικής για τη βιομηχανία και την εξωστρέφεια των ελληνικών επιχειρήσεων.",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Yψηλής ποιότητας κατάρτιση 700.000 ανέργων και εργαζομένων σε δεξιότητες με υψηλή ζήτηση και σταδιακή μείωση του ποσοστού ανεργίας. - Η ανεργία μειώνεται κάτω από 10% το 2025 και κάτω από 8% το 2027 με τη δημιουργία νέων και καλά αμειβόμενων θέσεων εργασίας.,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αύξηση της συχνότητας των δρομολογίων στα Μ.Μ.Μ. και αύξηση των λεωφορείων σε Αθήνα και Θεσσαλονίκη. Έμφαση στην αποσυμφόρηση των δρόμων στους αστικούς ιστούς και στην μείωση των τροχαίων ατυχημάτων. - • Αύξηση της συχνότητας των δρομολογίων στα Μ.Μ.Μ. και αύξηση των λεωφορείων σε Αθήνα και Θεσσαλονίκη. Έμφαση στην αποσυμφόρηση των δρόμων στους αστικούς ιστούς και στην μείωση των τροχαίων ατυχημάτων.• Αύξηση συχνότητας δρομολογίων λεωφορείων ΟΑΣΑ και ΟΑΣΘ (ανά 5 – 10 λεπτά τις ώρες αιχμής). Αύξηση συχνότητας δρομολογίων Αττικού Μετρό σε 1,5 λεπτό τις ώρες αιχμής.• Προμήθεια 650 λεωφορείων μηδενικών ρύπων σε Αθήνα και Θεσσαλονίκη, προϋπολογισμού 337 εκ. €. Έως το 2027 θα κυκλοφορούν 2000 αστικά λεωφορεία στην Αθήνα και 600 στη Θεσσαλονίκη •	5-10 λεπτά χρονοαπόστασης στα λεωφορεία στις ώρες αιχμής & 1,5 λεπτό χρονοαπόστασης στις ώρες αιχμής στο μετρό",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επικαιροποίηση κανονισμού ΕΛΓΑ, επιστροφή ΕΦΚ στο Diesel και για το 2023, αύξηση γεωργικών εκτάσεων και επέκταση αρδευτικών έργων. Οριστική κατάργηση του τέλους επιτηδεύματος και προώθηση των συλλογικών σχημάτων για το αγροτικό εμπόριο. - •	Δικαιότερες και ταχύτερες αποζημιώσεις για όλους τους δικαιούχους με την επικαιροποίηση κανονισμού ΕΛΓΑ•	Επιστροφή ΕΦΚ στο Diesel στους αγρότες και για το 2023. •	Νέα αρδευτικά έργα σε όλη την επικράτεια και εκσυγχρονισμός των ΤΟΕΒ και ΓΟΕΒ, που θα αρδεύουν περισσότερα από 1,3 εκ στρέμματα και θα ωφελήσουν πάνω από 100.000 αγρότες.•	Εμπορία αγροτικών προϊόντων (τυποποιημένων) δια μέσω αγροτικών συλλογικών σχημάτων από το 18% στο 27% το 2027.•	Αύξηση γεωργικών εκτάσεων για παραγωγή βιολογικών προϊόντων από το 9,1% στο 16,4% το 2027.•	Αύξηση του αριθμού των κατ’επάγγελμα νέων αγροτών κατά 60.000 μέχρι το 2027.•	Οριστική κατάργηση του τέλους επιτηδεύματος για τους κατά κύριο επάγγελμα αγρότες.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Εξορθολογισμός διαδικασίας φοίτησης και θέσπιση ανώτατου ορίου φοίτησης Ν+2/Ν+3. Υλοποίηση Εσωτερικού Erasmus και διπλών προπτυχιακών προγραμμάτων. - •	Εκσυγχρονισμός των προγραμμάτων, εσωτερικό Erasmus, ενίσχυση της πρακτικής άσκησης, κοινά και διπλά προπτυχιακά προγράμματα σπουδών, προγράμματα σπουδών δευτερεύουσας κατεύθυνσης (minor degrees), αξιοποίηση των νέων τεχνολογιών στη διδασκαλία, με νέο•	πιο αξιοκρατικό, πιο διαφανές σύστημα εκλογής και εξέλιξης Μελών Δ.Ε.Π., με νέο μοντέλο διοίκησης, με θέσπιση αναπτυξιακών εργαλείων για την αναβάθμιση των ΑΕΙ, με εκσυγχρονισμό του πλαισίου λειτουργίας των Ειδικών Λογαριασμών Κονδυλίων Έρευνας.•	Θεσμικό πλαίσιο ΔΟΑΤΑΠ, που καθιστά τη διαδικασία αναγνώρισης πτυχίων του εξωτερικού πιο άμεση και απλή και εξορθολογίζει τον οργανισμό, θέτοντας τέλος στις ατομικές αιτήσεις και τη γραφειοκρατία.•	Ελάχιστη Βάση Εισαγωγής (ΕΒΕ) για την εισαγωγή στα ΑΕΙ•	Ανώτατο όριο φοίτησης Ν+2/Ν+3.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Έμφαση στη Βιώσιμη Τουριστική Ανάπτυξη και προώθηση του εγχώριου τουρισμού. Αναβάθμιση τουριστικών υποδομών στα νησιά, πρόγραμμα κατάρτισης για εργαζομένους στον κλάδο. - •	Βιώσιμη Τουριστική Ανάπτυξη με ολοκλήρωση ειδικού χωροταξικού πλαισίου για Τουρισμό και έργα υποδομών ύψους 230 εκατ. ευρώ. Αναβάθμιση τουριστικών λιμένων, δημιουργία 10 τουριστικών μαρινών και αναβάθμιση λιμενικών υποδομών.•	Προγράμματα κατάρτισης για τουλάχιστον 180,000 εργαζόμενους στον τουρισμό σε νέες ειδικότητες σύμφωνα με τις ανάγκες της αγοράς χωρίς γεωγραφικούς περιορισμούς.•	Ενίσχυση της ζήτησης του εγχώριου τουρισμού, μέσω της συνέχισης του προγράμματος Τουρισμός για όλους. Καθιέρωση πολιτικών προσβάσιμου τουρισμού.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ολοκλήρωση νέων εμβληματικών μουσείων όπως το Εθνικό Αρχαιολογικό Μουσείο, Συντήρηση, αποκατάσταση και ανάδειξη μνημείων και αρχαιολογικών χώρων μεταξύ αυτών και των μνημείων UNESCO, υλοποίηση «Εθνικής πολιτικής οπτικοακουστικών μέσων και κινηματογράφου». Ενίσχυση ερασιτεχνικού αθλητισμού, κατασκευές και αναβαθμίσεις αθλητικών εγκαταστάσεων. - •	Ολοκλήρωση νέων εμβληματικών μουσείων: Εθνικό Αρχαιολογικό Μουσείο, Μουσείο Ενάλιων Αρχαιοτήτων Πειραιά, Μετατροπή του Ανακτόρου Τατοΐου σε Μουσείο, Αρχαιολογικό Μουσείο Ελευσίνας.•	Συντήρηση, αποκατάσταση και ανάδειξη μνημείων και αρχαιολογικών χώρων μεταξύ αυτών και των μνημείων UNESCO με πόρους του Ταμείου Ανάκαμψης (Αρχαία Ολυμπία, Φίλιπποι, Κνωσός, Φαιστός, Δελφοί, Τίρυνθα, Μυστράς, Μονεμβασιά, Φρούρια της Κέρκυρας).•	Εθνική πολιτική οπτικοακουστικών μέσων και κινηματογράφου. Δημιουργία νέου φορέα για τα οπτικοακουστικά, τον κινηματογράφο και την πνευματική ιδιοκτησία, έτσι ώστε να στηριχθεί η ελληνική κινηματογραφία και παράλληλα να ενθαρρυνθούν οι ξένες επενδύσεις•	Ενίσχυση ερασιτεχνικού αθλητισμού. Μητρώα σωματείων, εγκαταστάσεων, διοικήσεων και αθλητών. Ψηφιακή μετάβαση του ερασιτεχνικού αθλητισμού, χρηστή διοίκηση. Ενίσχυση πόρων του ερασιτεχνικού αθλητισμού μέσω της φορολογίας του στοιχηματισμού.•	Κατασκευές και αναβαθμίσεις αθλητικών εγκαταστάσεων.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Νέες θέσεις εργασίας για νέους έως 29 ετών και υλοποίηση πολιτικής με στόχο την αύξηση του αριθμού των επαναπατριζόμενων. - •	Μόνιμο πρόγραμμα 10.000 νέων θέσεων εργασίας κάθε έτος για νέους έως 29 ετών με ελάχιστη ή περιορισμένη εργασιακή εμπειρία, με κάλυψη 50% του κόστους των ασφαλιστικών εισφορών για 6 μήνες για κάθε νέα πρόσληψη.•	Αύξηση σε σχέση με το 2022, κατά 15% ανά έτος, μέχρι το 2027 του αριθμού των επαναπατριζόμενων.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αύξηση κατά 8% του Ελάχιστου Εγγυημένου Εισοδήματος από 1/4/2024 και αναβάθμιση ελέγχου κοινωνικών επιδομάτων. - Αναβάθμιση ελέγχου κοινωνικών επιδομάτων. Με δημιουργία ηλεκτρονικής βάσης για όλα τα επιδόματα ανά δικαιούχο, αυτοματοποιημένο έλεγχο κριτηρίων, συγκέντρωση επιδομάτων σε μία βάση και εναρμόνιση κριτηρίων. Λιγότερη ταλαιπωρία για τους δικαιούχους, περισσότερη διαφάνεια.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): 5.000 αστυνομικοί αποδεσμεύονται από δευτερεύουσες υπηρεσίες γραφείου και ενισχύουν τις υπηρεσίες πρώτης γραμμής, αξιοποιώντας την ψηφιοποίηση των υπηρεσιών. Εφοδιασμός αστυνομικών πρώτης γραμμής με κάμερες και νέα καταστήματα κράτησης. - • 5.000 αστυνομικοί αποδεσμεύονται από δευτερεύουσες υπηρεσίες γραφείου και ενισχύουν τις υπηρεσίες πρώτης γραμμής, αξιοποιώντας την ψηφιοποίηση των υπηρεσιών.• Ενίσχυση Λογοδοσίας και αντιμετώπιση της αστυνομικής αυθαιρεσίας. Εφοδιασμός των αστυνομικών πρώτης γραμμής με κάμερες • Κατασκευάζουμε νέα καταστήματα κράτησης, ολοκληρώνουμε την μετεγκατάσταση του Κορυδαλλού, δίνουμε έμφαση στην εκπαίδευση και στην επανένταξη των κρατουμένων. •	Έξυπνη και στοχευμένη αντιμετώπιση της εγκληματικότητας με επιχειρησιακές παρεμβάσεις για την αντιμετώπιση της σε τοπικό επίπεδο. Δίνουμε έμφαση στην αξιοποίηση πληροφοριών και στην ανάλυση δεδομένων. Ενίσχυση πεζών και εποχούμενων περιπολιών.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Δημιουργία ομάδων προστασίας εντός των πανεπιστημίων με αποτρεπτικό χαρακτήρα. Παράλληλα, η αστυνομία μπορεί να παρεμβαίνει στους πανεπιστημιακούς χώρους για την αντιμετώπιση της εγκληματικότητας, όπου υπάρχει. - • Εφαρμογή του πλαισίου για την ασφάλεια και την προστασία της ακαδημαϊκής ελευθερίας, το οποίο συμπεριλαμβάνει ελεγχόμενη είσοδο στα ΑΕΙ, εκπόνηση σχεδίων ασφαλείας, σύστασηΕπιτροπής Ασφάλειας και Προστασίας, ίδρυσηΜονάδας Ασφαλείας και Προστασίας, καθώς και δημιουργία Ομάδας Προστασίας Πανεπιστημιακών Ιδρυμάτων.",NA,NA,NA
